InputID,TargetID,Distance
大望新平村,罗湖1号大楼,8674.28011571
大望新平村,罗湖1号大楼,8674.28011571
大望新平村,置地逸轩,8675.0320046
大望新平村,置地逸轩,8675.0320046
大望新平村,幸福华府,8762.31024624
大望新平村,友谊大厦,8811.80538125
大望新平村,武警七支队大院,8818.61287677
大望新平村,武警家属大院,8839.3698185
大望新平村,金田大厦,8909.00074883
大望新平村,罗湖村,8975.65775587
大望新平村,罗湖村,8975.65775587
大望新平村,罗湖村,8975.65775587
大望新平村,罗湖村,8975.65775587
大望新平村,恒通花园,9335.91293489
大望新平村,恒通花园,9335.91293489
大望新平村,恒通花园,9335.91293489
大望新平村,新闻大厦,9645.15182093
大望新平村,三九花园,9859.10286225
大望新平村,三九花园,9859.10286225
大望新平村,城市春天,12304.6044
大望新平村,皇御苑,12975.3475054
大望新平村,晨晖家园,14530.5874771
通宝楼,兴华苑,2593.41097058
通宝楼,罗湖区罗芳村,3029.81067336
通宝楼,京基东方都会,3390.98976877
通宝楼,水库新村,3500.2388142
通宝楼,水库新村,3500.2388142
通宝楼,水库新村,3500.2388142
通宝楼,大望新平村,4080.04412489
通宝楼,新天地名居,4344.30436094
通宝楼,东门E公馆,4633.25817179
通宝楼,金丽豪苑,4691.64107934
通宝楼,金丽豪苑,4691.64107934
通宝楼,愉天小区,4721.82759557
通宝楼,愉天小区,4721.82759557
通宝楼,京基东方华都,4724.12343754
通宝楼,京基东方华都,4724.12343754
通宝楼,雅园公寓,4853.90619668
通宝楼,雅园公寓,4853.90619668
通宝楼,东门168,4875.97921326
通宝楼,东门168,4875.97921326
通宝楼,松泉公寓,4880.93157002
通宝楼,美园,4978.06156943
通宝楼,钻石时代,4985.49314518
通宝楼,嘉湖新都,5000.97519104
通宝楼,嘉湖新都,5000.97519104
通宝楼,嘉湖新都,5000.97519104
通宝楼,缤纷时代家园,5070.61439197
通宝楼,长丰苑,5093.00616221
通宝楼,长丰苑,5093.00616221
通宝楼,翠岭苑,5128.92138855
通宝楼,田贝花园,5279.16736244
通宝楼,田贝花园,5279.16736244
通宝楼,田贝花园,5279.16736244
通宝楼,田贝花园,5279.16736244
通宝楼,田贝花园,5279.16736244
通宝楼,湖润大厦,5322.32530454
通宝楼,湖润大厦,5322.32530454
通宝楼,阳光新干线家园,5352.39167662
通宝楼,东门天下,5366.42105617
通宝楼,金色都汇,5366.68081989
通宝楼,银座金钻,5673.82886404
通宝楼,培峰苑,5734.51527068
通宝楼,培峰苑,5734.51527068
通宝楼,培峰苑,5734.51527068
通宝楼,置地逸轩,5952.30857874
通宝楼,置地逸轩,5952.30857874
通宝楼,海丰苑,6052.84906276
通宝楼,虹桥星座,6132.71395678
通宝楼,虹桥星座,6132.71395678
通宝楼,罗湖1号大楼,6146.69033339
通宝楼,罗湖1号大楼,6146.69033339
通宝楼,田心村,6151.45926048
通宝楼,罗湖村,6223.11104516
通宝楼,罗湖村,6223.11104516
通宝楼,罗湖村,6223.11104516
通宝楼,罗湖村,6223.11104516
通宝楼,友谊大厦,6233.94685772
通宝楼,祥福雅居,6250.70083969
通宝楼,时尚新居,6277.60378114
通宝楼,金田大厦,6410.59942456
通宝楼,西湖大厦,6500.09692683
通宝楼,风格名苑,6609.09734239
通宝楼,幸福华府,6824.55000214
通宝楼,武警七支队大院,7079.42066741
通宝楼,新闻大厦,7509.38076909
通宝楼,星湖花园三期,7601.05466638
通宝楼,武警家属大院,8164.10892239
通宝楼,恒通花园,8408.74391587
通宝楼,恒通花园,8408.74391587
通宝楼,恒通花园,8408.74391587
通宝楼,三九花园,9305.81983986
通宝楼,三九花园,9305.81983986
通宝楼,城市春天,10326.5474934
通宝楼,皇御苑,10780.0251205
通宝楼,晨晖家园,12376.5065968
罗湖区罗芳村,兴华苑,793.570187363
罗湖区罗芳村,京基东方都会,1268.39707823
罗湖区罗芳村,新天地名居,1904.53795216
罗湖区罗芳村,钻石时代,2440.93385841
罗湖区罗芳村,美园,2503.02876373
罗湖区罗芳村,长丰苑,2530.14413798
罗湖区罗芳村,长丰苑,2530.14413798
罗湖区罗芳村,阳光新干线家园,2641.67181869
罗湖区罗芳村,雅园公寓,2748.10144064
罗湖区罗芳村,雅园公寓,2748.10144064
罗湖区罗芳村,金色都汇,2773.71905123
罗湖区罗芳村,东门168,2790.67095693
罗湖区罗芳村,东门168,2790.67095693
罗湖区罗芳村,京基东方华都,2794.04549515
罗湖区罗芳村,京基东方华都,2794.04549515
罗湖区罗芳村,水库新村,2894.28900487
罗湖区罗芳村,水库新村,2894.28900487
罗湖区罗芳村,水库新村,2894.28900487
罗湖区罗芳村,东门E公馆,2896.66392846
罗湖区罗芳村,湖润大厦,2962.05003311
罗湖区罗芳村,湖润大厦,2962.05003311
罗湖区罗芳村,通宝楼,3029.81067336
罗湖区罗芳村,缤纷时代家园,3072.55315196
罗湖区罗芳村,银座金钻,3163.42668523
罗湖区罗芳村,东门天下,3235.36500596
罗湖区罗芳村,置地逸轩,3272.13251012
罗湖区罗芳村,置地逸轩,3272.13251012
罗湖区罗芳村,罗湖村,3491.82484365
罗湖区罗芳村,罗湖村,3491.82484365
罗湖区罗芳村,罗湖村,3491.82484365
罗湖区罗芳村,罗湖村,3491.82484365
罗湖区罗芳村,海丰苑,3528.83181122
罗湖区罗芳村,罗湖1号大楼,3594.42459859
罗湖区罗芳村,罗湖1号大楼,3594.42459859
罗湖区罗芳村,金丽豪苑,3596.22469739
罗湖区罗芳村,金丽豪苑,3596.22469739
罗湖区罗芳村,友谊大厦,3630.8367981
罗湖区罗芳村,愉天小区,3770.91726475
罗湖区罗芳村,愉天小区,3770.91726475
罗湖区罗芳村,金田大厦,3846.94572515
罗湖区罗芳村,嘉湖新都,4004.93624595
罗湖区罗芳村,嘉湖新都,4004.93624595
罗湖区罗芳村,嘉湖新都,4004.93624595
罗湖区罗芳村,田贝花园,4106.52871376
罗湖区罗芳村,田贝花园,4106.52871376
罗湖区罗芳村,田贝花园,4106.52871376
罗湖区罗芳村,田贝花园,4106.52871376
罗湖区罗芳村,田贝花园,4106.52871376
罗湖区罗芳村,风格名苑,4549.65725738
罗湖区罗芳村,西湖大厦,4633.37970355
罗湖区罗芳村,幸福华府,4649.79587659
罗湖区罗芳村,松泉公寓,4706.71834826
罗湖区罗芳村,田心村,4947.28201117
罗湖区罗芳村,祥福雅居,4951.92855633
罗湖区罗芳村,武警七支队大院,5025.48015454
罗湖区罗芳村,虹桥星座,5085.78191817
罗湖区罗芳村,虹桥星座,5085.78191817
罗湖区罗芳村,新闻大厦,5092.59691028
罗湖区罗芳村,时尚新居,5107.12234815
罗湖区罗芳村,翠岭苑,5425.12051012
罗湖区罗芳村,培峰苑,5930.37563097
罗湖区罗芳村,培峰苑,5930.37563097
罗湖区罗芳村,培峰苑,5930.37563097
罗湖区罗芳村,星湖花园三期,6201.05577528
罗湖区罗芳村,大望新平村,6658.2371712
罗湖区罗芳村,武警家属大院,6782.03048086
罗湖区罗芳村,恒通花园,6797.48738763
罗湖区罗芳村,恒通花园,6797.48738763
罗湖区罗芳村,恒通花园,6797.48738763
罗湖区罗芳村,城市春天,7814.78742296
罗湖区罗芳村,三九花园,7865.22336092
罗湖区罗芳村,三九花园,7865.22336092
罗湖区罗芳村,皇御苑,8125.37633639
罗湖区罗芳村,晨晖家园,9696.02867255
兴华苑,罗湖区罗芳村,793.570187363
兴华苑,京基东方都会,905.425330503
兴华苑,新天地名居,1817.33471586
兴华苑,水库新村,2180.82163489
兴华苑,水库新村,2180.82163489
兴华苑,水库新村,2180.82163489
兴华苑,钻石时代,2445.18103052
兴华苑,美园,2461.8490075
兴华苑,京基东方华都,2470.27109419
兴华苑,京基东方华都,2470.27109419
兴华苑,东门E公馆,2497.05749822
兴华苑,雅园公寓,2505.26916793
兴华苑,雅园公寓,2505.26916793
兴华苑,东门168,2539.68739281
兴华苑,东门168,2539.68739281
兴华苑,长丰苑,2549.34498258
兴华苑,长丰苑,2549.34498258
兴华苑,通宝楼,2593.41097058
兴华苑,阳光新干线家园,2773.7783915
兴华苑,缤纷时代家园,2793.11255315
兴华苑,金色都汇,2819.02408392
兴华苑,湖润大厦,2863.93213527
兴华苑,湖润大厦,2863.93213527
兴华苑,东门天下,3024.87086082
兴华苑,金丽豪苑,3027.55115498
兴华苑,金丽豪苑,3027.55115498
兴华苑,银座金钻,3160.88621835
兴华苑,愉天小区,3174.45780003
兴华苑,愉天小区,3174.45780003
兴华苑,置地逸轩,3387.21511134
兴华苑,置地逸轩,3387.21511134
兴华苑,嘉湖新都,3428.8380701
兴华苑,嘉湖新都,3428.8380701
兴华苑,嘉湖新都,3428.8380701
兴华苑,海丰苑,3541.29041987
兴华苑,田贝花园,3579.45744508
兴华苑,田贝花园,3579.45744508
兴华苑,田贝花园,3579.45744508
兴华苑,田贝花园,3579.45744508
兴华苑,田贝花园,3579.45744508
兴华苑,罗湖1号大楼,3625.72226735
兴华苑,罗湖1号大楼,3625.72226735
兴华苑,罗湖村,3647.56540693
兴华苑,罗湖村,3647.56540693
兴华苑,罗湖村,3647.56540693
兴华苑,罗湖村,3647.56540693
兴华苑,友谊大厦,3695.79676807
兴华苑,金田大厦,3888.89242177
兴华苑,松泉公寓,3998.98868608
兴华苑,风格名苑,4341.74165008
兴华苑,西湖大厦,4348.40690014
兴华苑,田心村,4454.47533362
兴华苑,祥福雅居,4485.53760298
兴华苑,幸福华府,4495.30427083
兴华苑,虹桥星座,4555.62068647
兴华苑,虹桥星座,4555.62068647
兴华苑,时尚新居,4609.25865844
兴华苑,翠岭苑,4676.34861112
兴华苑,武警七支队大院,4824.23185894
兴华苑,新闻大厦,5064.17205038
兴华苑,培峰苑,5198.91367261
兴华苑,培峰苑,5198.91367261
兴华苑,培峰苑,5198.91367261
兴华苑,星湖花园三期,5789.21791601
兴华苑,大望新平村,5956.08207908
兴华苑,武警家属大院,6373.5912463
兴华苑,恒通花园,6459.47634333
兴华苑,恒通花园,6459.47634333
兴华苑,恒通花园,6459.47634333
兴华苑,三九花园,7486.69462531
兴华苑,三九花园,7486.69462531
兴华苑,城市春天,7856.3092036
兴华苑,皇御苑,8249.99383804
兴华苑,晨晖家园,9840.34642024
京基东方都会,兴华苑,905.425330503
京基东方都会,新天地名居,953.31690734
京基东方都会,罗湖区罗芳村,1268.39707823
京基东方都会,京基东方华都,1584.51100367
京基东方都会,京基东方华都,1584.51100367
京基东方都会,美园,1590.60815494
京基东方都会,钻石时代,1594.57123602
京基东方都会,雅园公寓,1601.76682093
京基东方都会,雅园公寓,1601.76682093
京基东方都会,东门168,1637.27765252
京基东方都会,东门168,1637.27765252
京基东方都会,东门E公馆,1647.582414
京基东方都会,长丰苑,1702.23929098
京基东方都会,长丰苑,1702.23929098
京基东方都会,水库新村,1795.16826161
京基东方都会,水库新村,1795.16826161
京基东方都会,水库新村,1795.16826161
京基东方都会,缤纷时代家园,1897.08016341
京基东方都会,湖润大厦,1968.62303389
京基东方都会,湖润大厦,1968.62303389
京基东方都会,金色都汇,1976.05980123
京基东方都会,阳光新干线家园,1982.56218434
京基东方都会,东门天下,2120.13751934
京基东方都会,银座金钻,2289.69547258
京基东方都会,金丽豪苑,2337.05416934
京基东方都会,金丽豪苑,2337.05416934
京基东方都会,愉天小区,2521.38097901
京基东方都会,愉天小区,2521.38097901
京基东方都会,置地逸轩,2565.69428574
京基东方都会,置地逸轩,2565.69428574
京基东方都会,海丰苑,2670.25701603
京基东方都会,嘉湖新都,2746.01476148
京基东方都会,嘉湖新都,2746.01476148
京基东方都会,嘉湖新都,2746.01476148
京基东方都会,罗湖1号大楼,2760.65938611
京基东方都会,罗湖1号大楼,2760.65938611
京基东方都会,田贝花园,2838.46565418
京基东方都会,田贝花园,2838.46565418
京基东方都会,田贝花园,2838.46565418
京基东方都会,田贝花园,2838.46565418
京基东方都会,田贝花园,2838.46565418
京基东方都会,罗湖村,2843.30782127
京基东方都会,罗湖村,2843.30782127
京基东方都会,罗湖村,2843.30782127
京基东方都会,罗湖村,2843.30782127
京基东方都会,友谊大厦,2843.67323858
京基东方都会,金田大厦,3024.78036155
京基东方都会,通宝楼,3390.98976877
京基东方都会,风格名苑,3438.86312003
京基东方都会,西湖大厦,3459.87819755
京基东方都会,松泉公寓,3547.27184177
京基东方都会,幸福华府,3589.87961338
京基东方都会,田心村,3680.81016905
京基东方都会,祥福雅居,3690.03251543
京基东方都会,虹桥星座,3817.4563836
京基东方都会,虹桥星座,3817.4563836
京基东方都会,时尚新居,3840.20126938
京基东方都会,武警七支队大院,3921.26959196
京基东方都会,新闻大厦,4171.69270056
京基东方都会,翠岭苑,4337.00306241
京基东方都会,培峰苑,4798.40153498
京基东方都会,培峰苑,4798.40153498
京基东方都会,培峰苑,4798.40153498
京基东方都会,星湖花园三期,4958.57898759
京基东方都会,武警家属大院,5541.78445548
京基东方都会,恒通花园,5593.2045444
京基东方都会,恒通花园,5593.2045444
京基东方都会,恒通花园,5593.2045444
京基东方都会,大望新平村,6366.54166616
京基东方都会,三九花园,6640.01749224
京基东方都会,三九花园,6640.01749224
京基东方都会,城市春天,6974.17561394
京基东方都会,皇御苑,7394.89726415
京基东方都会,晨晖家园,8989.77721241
水库新村,金丽豪苑,1199.53252583
水库新村,金丽豪苑,1199.53252583
水库新村,愉天小区,1223.24360522
水库新村,愉天小区,1223.24360522
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,东门E公馆,1519.93961273
水库新村,京基东方华都,1758.45164975
水库新村,京基东方华都,1758.45164975
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,京基东方都会,1795.16826161
水库新村,松泉公寓,1818.69082326
水库新村,东门168,2009.29660879
水库新村,东门168,2009.29660879
水库新村,雅园公寓,2018.19671523
水库新村,雅园公寓,2018.19671523
水库新村,缤纷时代家园,2047.29138686
水库新村,兴华苑,2180.82163489
水库新村,新天地名居,2194.86024403
水库新村,东门天下,2387.85243268
水库新村,美园,2540.83771615
水库新村,翠岭苑,2548.85704454
水库新村,湖润大厦,2609.83208128
水库新村,湖润大厦,2609.83208128
水库新村,钻石时代,2643.72890606
水库新村,虹桥星座,2649.58948699
水库新村,虹桥星座,2649.58948699
水库新村,田心村,2651.95755867
水库新村,长丰苑,2734.68194646
水库新村,长丰苑,2734.68194646
水库新村,祥福雅居,2751.24568912
水库新村,时尚新居,2780.90561127
水库新村,罗湖区罗芳村,2894.28900487
水库新村,金色都汇,2955.51654024
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,银座金钻,3052.79954558
水库新村,阳光新干线家园,3138.15726369
水库新村,西湖大厦,3149.42699483
水库新村,海丰苑,3360.52820193
水库新村,风格名苑,3366.52338328
水库新村,罗湖1号大楼,3473.50961071
水库新村,罗湖1号大楼,3473.50961071
水库新村,通宝楼,3500.2388142
水库新村,置地逸轩,3516.53913083
水库新村,置地逸轩,3516.53913083
水库新村,友谊大厦,3615.9502686
水库新村,幸福华府,3646.62410821
水库新村,金田大厦,3703.16537609
水库新村,武警七支队大院,3794.21447191
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,星湖花园三期,4100.8742308
水库新村,新闻大厦,4484.14447586
水库新村,武警家属大院,4664.61677983
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,大望新平村,5208.53752928
水库新村,三九花园,5806.45696173
水库新村,三九花园,5806.45696173
水库新村,城市春天,7236.54306327
水库新村,皇御苑,7838.03116777
水库新村,晨晖家园,9418.95290521
水库新村,金丽豪苑,1199.53252583
水库新村,金丽豪苑,1199.53252583
水库新村,愉天小区,1223.24360522
水库新村,愉天小区,1223.24360522
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,东门E公馆,1519.93961273
水库新村,京基东方华都,1758.45164975
水库新村,京基东方华都,1758.45164975
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,京基东方都会,1795.16826161
水库新村,松泉公寓,1818.69082326
水库新村,东门168,2009.29660879
水库新村,东门168,2009.29660879
水库新村,雅园公寓,2018.19671523
水库新村,雅园公寓,2018.19671523
水库新村,缤纷时代家园,2047.29138686
水库新村,兴华苑,2180.82163489
水库新村,新天地名居,2194.86024403
水库新村,东门天下,2387.85243268
水库新村,美园,2540.83771615
水库新村,翠岭苑,2548.85704454
水库新村,湖润大厦,2609.83208128
水库新村,湖润大厦,2609.83208128
水库新村,钻石时代,2643.72890606
水库新村,虹桥星座,2649.58948699
水库新村,虹桥星座,2649.58948699
水库新村,田心村,2651.95755867
水库新村,长丰苑,2734.68194646
水库新村,长丰苑,2734.68194646
水库新村,祥福雅居,2751.24568912
水库新村,时尚新居,2780.90561127
水库新村,罗湖区罗芳村,2894.28900487
水库新村,金色都汇,2955.51654024
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,银座金钻,3052.79954558
水库新村,阳光新干线家园,3138.15726369
水库新村,西湖大厦,3149.42699483
水库新村,海丰苑,3360.52820193
水库新村,风格名苑,3366.52338328
水库新村,罗湖1号大楼,3473.50961071
水库新村,罗湖1号大楼,3473.50961071
水库新村,通宝楼,3500.2388142
水库新村,置地逸轩,3516.53913083
水库新村,置地逸轩,3516.53913083
水库新村,友谊大厦,3615.9502686
水库新村,幸福华府,3646.62410821
水库新村,金田大厦,3703.16537609
水库新村,武警七支队大院,3794.21447191
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,星湖花园三期,4100.8742308
水库新村,新闻大厦,4484.14447586
水库新村,武警家属大院,4664.61677983
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,大望新平村,5208.53752928
水库新村,三九花园,5806.45696173
水库新村,三九花园,5806.45696173
水库新村,城市春天,7236.54306327
水库新村,皇御苑,7838.03116777
水库新村,晨晖家园,9418.95290521
水库新村,金丽豪苑,1199.53252583
水库新村,金丽豪苑,1199.53252583
水库新村,愉天小区,1223.24360522
水库新村,愉天小区,1223.24360522
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,嘉湖新都,1503.26625955
水库新村,东门E公馆,1519.93961273
水库新村,京基东方华都,1758.45164975
水库新村,京基东方华都,1758.45164975
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,田贝花园,1780.97375077
水库新村,京基东方都会,1795.16826161
水库新村,松泉公寓,1818.69082326
水库新村,东门168,2009.29660879
水库新村,东门168,2009.29660879
水库新村,雅园公寓,2018.19671523
水库新村,雅园公寓,2018.19671523
水库新村,缤纷时代家园,2047.29138686
水库新村,兴华苑,2180.82163489
水库新村,新天地名居,2194.86024403
水库新村,东门天下,2387.85243268
水库新村,美园,2540.83771615
水库新村,翠岭苑,2548.85704454
水库新村,湖润大厦,2609.83208128
水库新村,湖润大厦,2609.83208128
水库新村,钻石时代,2643.72890606
水库新村,虹桥星座,2649.58948699
水库新村,虹桥星座,2649.58948699
水库新村,田心村,2651.95755867
水库新村,长丰苑,2734.68194646
水库新村,长丰苑,2734.68194646
水库新村,祥福雅居,2751.24568912
水库新村,时尚新居,2780.90561127
水库新村,罗湖区罗芳村,2894.28900487
水库新村,金色都汇,2955.51654024
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,培峰苑,3036.94299705
水库新村,银座金钻,3052.79954558
水库新村,阳光新干线家园,3138.15726369
水库新村,西湖大厦,3149.42699483
水库新村,海丰苑,3360.52820193
水库新村,风格名苑,3366.52338328
水库新村,罗湖1号大楼,3473.50961071
水库新村,罗湖1号大楼,3473.50961071
水库新村,通宝楼,3500.2388142
水库新村,置地逸轩,3516.53913083
水库新村,置地逸轩,3516.53913083
水库新村,友谊大厦,3615.9502686
水库新村,幸福华府,3646.62410821
水库新村,金田大厦,3703.16537609
水库新村,武警七支队大院,3794.21447191
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,罗湖村,3816.08854008
水库新村,星湖花园三期,4100.8742308
水库新村,新闻大厦,4484.14447586
水库新村,武警家属大院,4664.61677983
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,恒通花园,4918.98414814
水库新村,大望新平村,5208.53752928
水库新村,三九花园,5806.45696173
水库新村,三九花园,5806.45696173
水库新村,城市春天,7236.54306327
水库新村,皇御苑,7838.03116777
水库新村,晨晖家园,9418.95290521
新天地名居,钻石时代,641.476134959
新天地名居,美园,644.546697626
新天地名居,长丰苑,749.462273763
新天地名居,长丰苑,749.462273763
新天地名居,雅园公寓,895.077353673
新天地名居,雅园公寓,895.077353673
新天地名居,东门168,942.29724152
新天地名居,东门168,942.29724152
新天地名居,京基东方都会,953.31690734
新天地名居,金色都汇,1023.40406814
新天地名居,京基东方华都,1038.80151774
新天地名居,京基东方华都,1038.80151774
新天地名居,阳光新干线家园,1060.60808409
新天地名居,湖润大厦,1067.97177461
新天地名居,湖润大厦,1067.97177461
新天地名居,缤纷时代家园,1232.42195953
新天地名居,东门E公馆,1256.23459225
新天地名居,东门天下,1341.42101603
新天地名居,银座金钻,1344.14228417
新天地名居,置地逸轩,1617.21017559
新天地名居,置地逸轩,1617.21017559
新天地名居,海丰苑,1724.86366323
新天地名居,罗湖1号大楼,1811.79170812
新天地名居,罗湖1号大楼,1811.79170812
新天地名居,兴华苑,1817.33471586
新天地名居,友谊大厦,1890.91584747
新天地名居,罗湖村,1900.75841237
新天地名居,罗湖村,1900.75841237
新天地名居,罗湖村,1900.75841237
新天地名居,罗湖村,1900.75841237
新天地名居,罗湖区罗芳村,1904.53795216
新天地名居,金田大厦,2075.68493209
新天地名居,水库新村,2194.86024403
新天地名居,水库新村,2194.86024403
新天地名居,水库新村,2194.86024403
新天地名居,金丽豪苑,2222.64328819
新天地名居,金丽豪苑,2222.64328819
新天地名居,愉天小区,2450.81950216
新天地名居,愉天小区,2450.81950216
新天地名居,田贝花园,2572.20193117
新天地名居,田贝花园,2572.20193117
新天地名居,田贝花园,2572.20193117
新天地名居,田贝花园,2572.20193117
新天地名居,田贝花园,2572.20193117
新天地名居,嘉湖新都,2599.72835508
新天地名居,嘉湖新都,2599.72835508
新天地名居,嘉湖新都,2599.72835508
新天地名居,风格名苑,2646.51025759
新天地名居,幸福华府,2747.93622771
新天地名居,西湖大厦,2754.91953174
新天地名居,武警七支队大院,3121.17901436
新天地名居,新闻大厦,3252.55661681
新天地名居,祥福雅居,3253.7799184
新天地名居,田心村,3293.25849681
新天地名居,时尚新居,3455.40841716
新天地名居,虹桥星座,3495.9586412
新天地名居,虹桥星座,3495.9586412
新天地名居,松泉公寓,3680.7255469
新天地名居,通宝楼,4344.30436094
新天地名居,星湖花园三期,4402.34420976
新天地名居,翠岭苑,4563.24691487
新天地名居,恒通花园,4931.9739276
新天地名居,恒通花园,4931.9739276
新天地名居,恒通花园,4931.9739276
新天地名居,培峰苑,4936.7394989
新天地名居,培峰苑,4936.7394989
新天地名居,培峰苑,4936.7394989
新天地名居,武警家属大院,4972.78727399
新天地名居,三九花园,6021.45827411
新天地名居,三九花园,6021.45827411
新天地名居,城市春天,6038.98612205
新天地名居,皇御苑,6444.14817018
新天地名居,大望新平村,7167.43496808
新天地名居,晨晖家园,8038.15190997
翠岭苑,培峰苑,605.929217554
翠岭苑,培峰苑,605.929217554
翠岭苑,培峰苑,605.929217554
翠岭苑,松泉公寓,930.95045698
翠岭苑,愉天小区,2239.53707738
翠岭苑,愉天小区,2239.53707738
翠岭苑,嘉湖新都,2244.40699454
翠岭苑,嘉湖新都,2244.40699454
翠岭苑,嘉湖新都,2244.40699454
翠岭苑,虹桥星座,2454.41602497
翠岭苑,虹桥星座,2454.41602497
翠岭苑,金丽豪苑,2472.73969964
翠岭苑,金丽豪苑,2472.73969964
翠岭苑,田贝花园,2512.71216188
翠岭苑,田贝花园,2512.71216188
翠岭苑,田贝花园,2512.71216188
翠岭苑,田贝花园,2512.71216188
翠岭苑,田贝花园,2512.71216188
翠岭苑,水库新村,2548.85704454
翠岭苑,水库新村,2548.85704454
翠岭苑,水库新村,2548.85704454
翠岭苑,时尚新居,2715.14322326
翠岭苑,田心村,2724.64095619
翠岭苑,祥福雅居,2921.28846975
翠岭苑,东门E公馆,3466.58960479
翠岭苑,京基东方华都,3758.94837227
翠岭苑,京基东方华都,3758.94837227
翠岭苑,星湖花园三期,3822.12978705
翠岭苑,缤纷时代家园,3878.26140163
翠岭苑,东门168,4010.03573256
翠岭苑,东门168,4010.03573256
翠岭苑,西湖大厦,4028.23691593
翠岭苑,雅园公寓,4042.64119202
翠岭苑,雅园公寓,4042.64119202
翠岭苑,东门天下,4152.69065715
翠岭苑,武警家属大院,4195.11165265
翠岭苑,京基东方都会,4337.00306241
翠岭苑,风格名苑,4444.60528361
翠岭苑,新天地名居,4563.24691487
翠岭苑,湖润大厦,4564.87882476
翠岭苑,湖润大厦,4564.87882476
翠岭苑,大望新平村,4672.50267205
翠岭苑,武警七支队大院,4675.13594422
